article_id,title,section,snippet
4637,Turkey #39;s Embassy In Baghdad Investigating Reports On Killing Of &lt;b&gt;...&lt;/b&gt;,World,ANKARA - Officials of Turkey #39;s Embassy in Baghdad are investigating press reports of the al-Jazeera television saying that two Turkish hostages were found dead in the north of Iraq.
4638,Little change seen in Dec. 14 statement,Business,WASHINGTON (CBS.MW) - Every Federal Open Market Committee meeting contains a flavor of mystery as officials gather behind closed doors to hold crucial discussions about the economic forecast and to make decisions on interest rates.
4639,Genzyme to buy back rights,Business,"Genzyme Corp. of Cambridge, Mass., agreed Thursday to buy back the sales and marketing rights for Synvisc, a pain treatment for people suffering from osteoarthritis of the knee, from Wyeth Pharmaceuticals of Collegeville, Pa."
4640,Athens Slides Back Into Traffic Anarchy (AP),World,"AP - Taxi driver Manuel Pircolos is fuming. At a dead-stop in traffic, he chain smokes, drums his fingers on the dashboard, and sums up life behind the wheel."
4641,Chancellor takes aim at Brussels for bigger budget demands,Business,"GORDON Brown yesterday fired off yet another political salvo at Brussels, as he dismissed a call from the European Commission to increase its spending limit by 35 per cent."
4642,Mobile Phone Firms Link for New High-Speed Standard (Reuters),Sci/Tech,"Reuters - Leading wireless carriers and telecoms\equipment makers have agreed to develop an advanced mobile\phone standard capable of sending high-resolution video in an\instant, Japan's NTT DoCoMo said on Friday."
4643,"Red Sox offer arbitration to Martinez, Lowe, Varitek",Sports,"Pedro Martinez, Derek Lowe and Jason Varitek were offered salary arbitration Tuesday by the Boston Red Sox, giving them until Jan. 8 to re-sign three key players who helped the team win its first World Series since 1918."
4644,Williams contacts Dolphins; no desire to rejoin team,Sports,Retired running back Ricky Williams says he contacted the Miami Dolphins this week at the request of his agent but has no plans to rejoin the team anytime soon.
4645,Wall Street Bonuses Likely to Rise,Business,"NEW YORK (Reuters) - Wall Street's annual bonuses may rise 10 percent to 15 percent this year, half as much as a year ago, as revenue growth falls short of earlier expectations, a leading industry consultant said."
4646,Button confident of 2005 chances,Sports,Jenson Button says he can thrive with BAR in 2005 despite his bitter contract dispute with the Formula One team. Button agreed to join Williams next season but was told he must stay with BAR by the contract recognition board.
4647,"Florida readies for hurricane Frances, ordering large-scale evacutions (Canadian Press)",World,Canadian Press - MIAMI (AP) - Hundreds of thousands of people were told Wednesday to get ready to evacuate as powerful hurricane Frances crept closer to Florida just weeks after hurricane Charley's rampage.
4648,"Delegates, Protesters Descend on New York",World,"NEW YORK - Abortion-rights protesters and the first Republican delegates descended on President Bush's heavily fortified convention city Saturday as campaign officials said their boss would use the nomination spotlight to defend his hawkish foreign polices and offer a second-term agenda for health care, education and job training. ""He believes it's important for a candidate to talk about what he's done and, most important, where he wants to lead,"" said adviser Karen Hughes, aboard Bush's campaign bus in Ohio..."
4649,Nintendo DS Feature a Day #4,Sci/Tech,"November 12, 2004 - Going all the way to the official launch of the Nintendo DS system, we #39;re going to break the new handheld hardware down to its individual parts and talk about specific elements that make the Nintendo DS so darn cool."
4650,D #39;Works Ani paints IPO plan that could draw up to \$725 mil,Business,"DreamWorks Animation SKG Inc. on Tuesday set its planned initial public offering at 29 million shares that could raise up to \$725 million, announcing the terms after its new film quot;Shark Tale quot; snagged the No."
4651,JBoss Unveils Workflow Engine,Sci/Tech,com. Open-source company JBoss Inc. on Monday introduced a workflow engine that broadens the company #39;s middleware stack.
4652,"Under fire, CA pledges to right its ship",Sci/Tech,"Facing shareholder anger, top executives of Computer Associates International (CA) this week pledged to add 150 new employees to aid its channel efforts and to overcome distractions created"
4653,"Bankruptcy Survivable, US Airways CEO Says",Business,"A ""frustrated"" chief executive of US Airways Group Inc. told employees yesterday that despite recent assertions from the airline's chairman, the carrier could survive a second bankruptcy filing -- but only with revised labor agreements."
4654,Today's schedule,Sports,"College basketball: Men -- Indiana vs. UConn at Hartford Civic Center, noon; Pioneer Valley Classic at Westfield, 1 and 3 p.m.; BU at UNH, 2 p.m.; Harvard at Maine, 2 p.m.; Babson at Salem St., 2 p.m.; Wheaton at Endicott, 2 p.m.; Tufts at Clark, 2 p.m.; Maine-Presque Isle Tournament at Presque Isle, Maine: Boston Baptist vs. Bowdoin, 2 p.m.; ..."
4655,WINDIES SPONSORSHIP ROW,Sports,West Indies may send a weakened squad to Australia for the forthcoming one-day series after most of their 25-man squad missed a deadline to make themselves available amid a dispute over sponsorship.
4656,SGI claims lead in supercomputer race,Sci/Tech,"Computer maker evolves from its ""Jurassic"" era with a Linux-based machine. NASA gives it a thumbs-up."
4657,IBM sets up hands-on user test centre,Sci/Tech,IBM has established a new technology centre in the Washingon DC to help IT departments to better define their Tivoli-based infrastructure management strategies.
4658,Microsoft Settles With Novell and a Trade Group,Business,Microsoft settled with Novell for \$536 million. Novell also intends to file a new suit againt Microsoft regrading word-processing software.
4659,Top Iraqi Shi #39;ite Cleric Arrives in Al-Najaf,World,"26 August 2004 -- Iraq #39;s top Shi #39;ite cleric, Grand Ayatollah Ali al-Sistani, arrived in the city of Al-Najaf today in a bid to end a weeks-long conflict between US forces and militiamen loyal to Shi #39;ite cleric Muqtada al-Sadr."
4660,Adobe launches Premiere  #39;lite #39;,Sci/Tech,"First consumer version of video-editing product. And there #39;s a new version 3.0 of Photoshop Elements. Adobe has launched Premiere Elements, the first #39;lite #39; version of its Premier video-editing suite, plus"
4661,Russian terror dooms Jazz trip,Sports,"The Utah Jazz were really getting energized by the approach of their scheduled trip to Moscow to play CSKA, Andrei Kirilenko #39;s former team, in an NBA preseason opener on Oct. 8. quot;This whole adventure of going"
4662,"At HSBC, Eldon plans departure",Business,"HSBC Holdings, Europe #39;s biggest bank by market value, said Monday that David Eldon would retire as chairman of Hongkong and Shanghai Banking Corp."
4663,EDS: U.S. Air Bankruptcy to Cut Its Profits,Business,"WASHINGTON (Reuters) - Electronic Data Systems Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EDS.N target=/stocks/quickinfo/fullquote""&gt;EDS.N&lt;/A&gt; said on Thursday the US Airways bankruptcy could reduce its third-quarter earnings by up to 3 cents per share because of a long-term information technology contract between the companies."
4664,Henman Crushes Coria to Keep Masters Hopes Alive,Sports,"HOUSTON (Reuters) - Britain's Tim Henman pounded Argentine Guillermo Coria 6-2, 6-2 Thursday to keep alive his hopes of reaching the Masters Cup semi-finals."
4665,Double Russian Air Disaster  #39;A Terrorist Act #39;,World,"Suspicions grew today that terrorists were to blame for the twin airline crashes, with a top official saying terrorism was the main theory and many Russians insisting the double disaster could not be explained by mere coincidence."
4666,"Two Blasts Rip Through Baghdad, Killing 15",World,"BAGHDAD, Iraq Oct. 4, 2004 - Two car bombs ripped through Baghdad streets on Monday, with one blast killing at least 15 people and wounding 81 at an entrance to the Green Zone, the seat of the US Embassy and key Iraqi government offices, officials said."
4667,World oil prices plunge below 50 dollars,Business,"LONDON : World oil prices tumbled more than two dollars in New York, sliding below 50 dollars for the first time in nearly a month amid reports of higher Iraqi oil exports and easing fears over a Nigerian strike, analysts said."
4668,Sony gets top cast in MGM \$US3bn show,Business,"Sony is hiring some big guns to capture movie giant Metro-Goldwyn-Mayer. Photo: AP. Unlike the old days, Sony is seeking outside support in its tilt at MGM, writes William Pesek."
4669,Gnome 2.8 Desktop released,Sci/Tech,"A NEW version of the open Sauce desktop Gnome is on the net for Linux users to play with. Gnome 2.8 includes Evolution 2.0, the open-source e-mail and groupware client that looks like Microsoft Outlook if"
4670,"Pakistan, India must step back on Kashmir: Musharraf:",World,"World News: Islamabad, Oct 30 : Pakistan President Pervez Musharraf Saturday said a solution to the dragging Kashmir dispute could be found only if India and Pakistan agreed to move beyond their stated positions on the issue."
